"SE","tweets","APS","casos","estacao","data","tmin"
201320,304,"AP5.2",127,"afonsos","2013-05-15",16.6666666666667
201321,206,"AP5.2",96,"afonsos","2013-05-22",17.1666666666667
201322,193,"AP5.2",45,"afonsos","2013-05-29",17
201323,164,"AP5.2",37,"afonsos","2013-06-05",16.5714285714286
201324,146,"AP5.2",34,"afonsos","2013-06-12",16.7142857142857
201325,150,"AP5.2",27,"afonsos","2013-06-19",16.8571428571429
201326,123,"AP5.2",27,"afonsos","2013-06-26",17.5714285714286
201327,88,"AP5.2",7,"afonsos","2013-07-03",15.2
201328,90,"AP5.2",6,"afonsos","2013-07-10",12.8571428571429
201329,84,"AP5.2",10,"afonsos","2013-07-17",16.6666666666667
201330,57,"AP5.2",1,"afonsos","2013-07-24",14.5714285714286
201331,148,"AP5.2",11,"afonsos","2013-07-31",11.4285714285714
201332,155,"AP5.2",9,"afonsos","2013-08-07",15.1428571428571
201333,71,"AP5.2",8,"afonsos","2013-08-14",14.8571428571429
201334,97,"AP5.2",5,"afonsos","2013-08-21",15.7142857142857
201335,63,"AP5.2",10,"afonsos","2013-08-28",14.4285714285714
201336,55,"AP5.2",5,"afonsos","2013-09-04",16.2857142857143
201337,46,"AP5.2",3,"afonsos","2013-09-11",16.1666666666667
201338,115,"AP5.2",1,"afonsos","2013-09-18",19.4285714285714
201339,45,"AP5.2",2,"afonsos","2013-09-25",16.5714285714286
201340,56,"AP5.2",3,"afonsos","2013-10-02",19.7142857142857
201341,53,"AP5.2",3,"afonsos","2013-10-09",15.8571428571429
201342,57,"AP5.2",1,"afonsos","2013-10-16",19.5714285714286
201343,69,"AP5.2",2,"afonsos","2013-10-23",20.8571428571429
201344,66,"AP5.2",2,"afonsos","2013-10-30",19
201345,54,"AP5.2",3,"afonsos","2013-11-06",18.1428571428571
201346,63,"AP5.2",3,"afonsos","2013-11-13",20.5714285714286
201347,86,"AP5.2",1,"afonsos","2013-11-20",19.8571428571429
201348,74,"AP5.2",2,"afonsos","2013-11-27",20.6666666666667
201349,60,"AP5.2",1,"afonsos","2013-12-04",20.7142857142857
201350,NA,"AP5.2",1,"afonsos","2013-12-11",21
201351,NA,"AP5.2",1,"afonsos","2013-12-18",20
201352,NA,"AP5.2",1,"afonsos","2013-12-25",21.1428571428571
201401,27,"AP5.2",3,"afonsos","2014-01-01",23.2857142857143
201402,64,"AP5.2",14,"afonsos","2014-01-08",23.1428571428571
201403,82,"AP5.2",25,"afonsos","2014-01-15",22.2857142857143
201404,76,"AP5.2",11,"afonsos","2014-01-22",22.4285714285714
201405,91,"AP5.2",9,"afonsos","2014-01-29",22.8571428571429
201406,65,"AP5.2",14,"afonsos","2014-02-05",25.3333333333333
201407,77,"AP5.2",18,"afonsos","2014-02-12",22.4285714285714
201408,68,"AP5.2",20,"afonsos","2014-02-19",20.2857142857143
201409,77,"AP5.2",5,"afonsos","2014-02-26",22.1428571428571
201410,75,"AP5.2",3,"afonsos","2014-03-05",22
201411,66,"AP5.2",9,"afonsos","2014-03-12",22.4285714285714
201412,92,"AP5.2",10,"afonsos","2014-03-19",22
201413,63,"AP5.2",8,"afonsos","2014-03-26",19.7142857142857
201414,65,"AP5.2",15,"afonsos","2014-04-02",21.2857142857143
201415,76,"AP5.2",11,"afonsos","2014-04-09",19.7142857142857
201416,62,"AP5.2",5,"afonsos","2014-04-16",19.5714285714286
201417,64,"AP5.2",4,"afonsos","2014-04-23",18.7142857142857
201418,107,"AP5.2",3,"afonsos","2014-04-30",13.7142857142857
201419,159,"AP5.2",11,"afonsos","2014-05-07",17.2857142857143
201420,114,"AP5.2",5,"afonsos","2014-05-14",13.5714285714286
201421,92,"AP5.2",9,"afonsos","2014-05-21",17.4285714285714
201422,80,"AP5.2",10,"afonsos","2014-05-28",16.5714285714286
201423,55,"AP5.2",3,"afonsos","2014-06-04",15.1666666666667
201424,62,"AP5.2",4,"afonsos","2014-06-11",17.8571428571429
201425,63,"AP5.2",6,"afonsos","2014-06-18",16.2857142857143
201426,80,"AP5.2",5,"afonsos","2014-06-25",13.2857142857143
201427,44,"AP5.2",8,"afonsos","2014-07-02",16.8571428571429
201428,62,"AP5.2",9,"afonsos","2014-07-09",16.8571428571429
201429,55,"AP5.2",8,"afonsos","2014-07-16",14.7142857142857
201430,60,"AP5.2",5,"afonsos","2014-07-23",14.4285714285714
201431,64,"AP5.2",12,"afonsos","2014-07-30",13.8571428571429
201432,64,"AP5.2",8,"afonsos","2014-08-06",12.8571428571429
201433,42,"AP5.2",12,"afonsos","2014-08-13",14.2857142857143
201434,47,"AP5.2",7,"afonsos","2014-08-20",15.6666666666667
201435,81,"AP5.2",13,"afonsos","2014-08-27",15.2857142857143
201436,46,"AP5.2",11,"afonsos","2014-09-03",16.8571428571429
201437,45,"AP5.2",2,"afonsos","2014-09-10",15.8
201438,57,"AP5.2",9,"afonsos","2014-09-17",18.5714285714286
201439,80,"AP5.2",5,"afonsos","2014-09-24",17.4285714285714
201440,65,"AP5.2",10,"afonsos","2014-10-01",19.5714285714286
201441,143,"AP5.2",5,"afonsos","2014-10-08",16.4285714285714
201442,105,"AP5.2",7,"afonsos","2014-10-15",19.8571428571429
201443,88,"AP5.2",7,"afonsos","2014-10-22",19.1428571428571
201444,58,"AP5.2",14,"afonsos","2014-10-29",20
201445,55,"AP5.2",5,"afonsos","2014-11-05",22.1428571428571
201446,47,"AP5.2",3,"afonsos","2014-11-12",19.8571428571429
201447,50,"AP5.2",3,"afonsos","2014-11-19",17.2857142857143
201448,46,"AP5.2",3,"afonsos","2014-11-26",22.1428571428571
201449,40,"AP5.2",9,"afonsos","2014-12-03",20.5
201450,46,"AP5.2",4,"afonsos","2014-12-10",22.8333333333333
201451,28,"AP5.2",5,"afonsos","2014-12-17",20.7142857142857
201452,40,"AP5.2",1,"afonsos","2014-12-27",23
201453,39,"AP5.2",1,"afonsos","2014-12-31",24.1428571428571
201501,37,"AP5.2",4,"afonsos","2015-01-07",22.5714285714286
201502,51,"AP5.2",2,"afonsos","2015-01-14",23.4285714285714
201503,62,"AP5.2",0,"afonsos","2015-01-21",22.2857142857143
201504,48,"AP5.2",NA,"afonsos","2015-01-28",22.7142857142857
201001,NA,"AP5.3",1,"afonsos","2010-01-06",24.2857142857143
201002,NA,"AP5.3",0,"afonsos","2010-01-13",24.1666666666667
201003,NA,"AP5.3",1,"afonsos","2010-01-20",24.5
201004,NA,"AP5.3",0,"afonsos","2010-01-27",23.6
201005,NA,"AP5.3",0,"afonsos","2010-02-03",24.8571428571429
201006,NA,"AP5.3",1,"afonsos","2010-02-10",24.2857142857143
201007,NA,"AP5.3",2,"afonsos","2010-02-17",24.2857142857143
201008,NA,"AP5.3",2,"afonsos","2010-02-24",24
201009,NA,"AP5.3",1,"afonsos","2010-03-03",22.2
201010,NA,"AP5.3",2,"afonsos","2010-03-10",23
201011,NA,"AP5.3",2,"afonsos","2010-03-17",22.4285714285714
201012,NA,"AP5.3",1,"afonsos","2010-03-24",22.8571428571429
201013,NA,"AP5.3",1,"afonsos","2010-03-31",22.7142857142857
201014,NA,"AP5.3",1,"afonsos","2010-04-07",20.1428571428571
201015,NA,"AP5.3",1,"afonsos","2010-04-14",19.1428571428571
201016,NA,"AP5.3",3,"afonsos","2010-04-21",21.6666666666667
201017,NA,"AP5.3",0,"afonsos","2010-04-28",21
201018,NA,"AP5.3",4,"afonsos","2010-05-05",20.4
201019,NA,"AP5.3",3,"afonsos","2010-05-12",17.4285714285714
201020,NA,"AP5.3",0,"afonsos","2010-05-19",18.4285714285714
201021,NA,"AP5.3",2,"afonsos","2010-05-26",17.1428571428571
201022,NA,"AP5.3",4,"afonsos","2010-06-02",17.5714285714286
201023,NA,"AP5.3",3,"afonsos","2010-06-09",14.5
201024,NA,"AP5.3",0,"afonsos","2010-06-16",13.5714285714286
201025,NA,"AP5.3",1,"afonsos","2010-06-23",15.1428571428571
201026,NA,"AP5.3",2,"afonsos","2010-06-30",14.7142857142857
201027,NA,"AP5.3",1,"afonsos","2010-07-07",15.2857142857143
201028,NA,"AP5.3",4,"afonsos","2010-07-14",18.3333333333333
201029,NA,"AP5.3",1,"afonsos","2010-07-20",16.6
201030,NA,"AP5.3",2,"afonsos","2010-07-28",17.8333333333333
201031,NA,"AP5.3",2,"afonsos","2010-08-04",17
201032,NA,"AP5.3",0,"afonsos","2010-08-11",15.7142857142857
201033,NA,"AP5.3",0,"afonsos","2010-08-18",14.1428571428571
201034,NA,"AP5.3",0,"afonsos","2010-08-25",15.5714285714286
201035,NA,"AP5.3",1,"afonsos","2010-09-01",17.8571428571429
201036,NA,"AP5.3",2,"afonsos","2010-09-08",17.8571428571429
201037,NA,"AP5.3",3,"afonsos","2010-09-15",17.7142857142857
201038,NA,"AP5.3",0,"afonsos","2010-09-22",17.8571428571429
201039,NA,"AP5.3",1,"afonsos","2010-09-29",20.4
201040,NA,"AP5.3",0,"afonsos","2010-10-06",18.2857142857143
201041,NA,"AP5.3",2,"afonsos","2010-10-13",16.4285714285714
201042,NA,"AP5.3",0,"afonsos","2010-10-20",17.4285714285714
201043,NA,"AP5.3",1,"afonsos","2010-10-27",18.8333333333333
201044,NA,"AP5.3",3,"afonsos","2010-11-03",20.2857142857143
201045,NA,"AP5.3",3,"afonsos","2010-11-10",20.2857142857143
201046,NA,"AP5.3",5,"afonsos","2010-11-17",18.1428571428571
201047,NA,"AP5.3",6,"afonsos","2010-11-24",19.7142857142857
201048,NA,"AP5.3",7,"afonsos","2010-12-01",20.3333333333333
201049,NA,"AP5.3",10,"afonsos","2010-12-08",21
201050,NA,"AP5.3",13,"afonsos","2010-12-15",21.8571428571429
201051,NA,"AP5.3",10,"afonsos","2010-12-22",21.5
201052,NA,"AP5.3",10,"afonsos","2010-12-29",20.4285714285714
201101,NA,"AP5.3",18,"afonsos","2011-01-05",21.5714285714286
201102,NA,"AP5.3",37,"afonsos","2011-01-12",21.7142857142857
201103,60,"AP5.3",37,"afonsos","2011-01-19",21.5714285714286
201104,73,"AP5.3",42,"afonsos","2011-01-26",22.1428571428571
201105,108,"AP5.3",70,"afonsos","2011-02-02",21.1666666666667
201106,203,"AP5.3",112,"afonsos","2011-02-09",22.1666666666667
201107,218,"AP5.3",136,"afonsos","2011-02-16",21.4285714285714
201108,248,"AP5.3",97,"afonsos","2011-02-23",21.8571428571429
201109,251,"AP5.3",83,"afonsos","2011-03-02",21.8333333333333
201110,196,"AP5.3",73,"afonsos","2011-03-09",21.8571428571429
201111,324,"AP5.3",187,"afonsos","2011-03-16",20.8333333333333
201112,695,"AP5.3",307,"afonsos","2011-03-23",20
201113,800,"AP5.3",391,"afonsos","2011-03-30",20.4285714285714
201114,789,"AP5.3",501,"afonsos","2011-04-06",19.1666666666667
201115,808,"AP5.3",512,"afonsos","2011-04-13",20.2857142857143
201116,639,"AP5.3",340,"afonsos","2011-04-20",19.3333333333333
201117,621,"AP5.3",321,"afonsos","2011-04-27",18.5714285714286
201118,526,"AP5.3",322,"afonsos","2011-05-04",18.1428571428571
201119,671,"AP5.3",296,"afonsos","2011-05-11",16.5714285714286
201120,450,"AP5.3",245,"afonsos","2011-05-18",14.5714285714286
201121,289,"AP5.3",213,"afonsos","2011-05-25",14
201122,244,"AP5.3",150,"afonsos","2011-06-01",14.1428571428571
201123,159,"AP5.3",111,"afonsos","2011-06-08",11.8571428571429
201124,152,"AP5.3",84,"afonsos","2011-06-15",12.2857142857143
201125,130,"AP5.3",50,"afonsos","2011-06-22",14.1428571428571
201126,174,"AP5.3",26,"afonsos","2011-06-29",13
201127,109,"AP5.3",18,"afonsos","2011-07-05",13.8
201128,89,"AP5.3",12,"afonsos","2011-07-13",13.6666666666667
201129,95,"AP5.3",2,"afonsos","2011-07-20",14.1428571428571
201130,76,"AP5.3",3,"afonsos","2011-07-27",13.1666666666667
201131,56,"AP5.3",10,"afonsos","2011-08-03",15
201132,57,"AP5.3",7,"afonsos","2011-08-10",16.2857142857143
201133,75,"AP5.3",9,"afonsos","2011-08-17",15
201134,43,"AP5.3",6,"afonsos","2011-08-24",16.6
201135,91,"AP5.3",4,"afonsos","2011-08-31",14.7142857142857
201136,58,"AP5.3",14,"afonsos","2011-09-07",15.1428571428571
201137,59,"AP5.3",3,"afonsos","2011-09-14",16.8571428571429
201138,42,"AP5.3",5,"afonsos","2011-09-21",16.8571428571429
201139,54,"AP5.3",7,"afonsos","2011-09-28",15.1428571428571
201140,68,"AP5.3",5,"afonsos","2011-10-05",18.4285714285714
201141,61,"AP5.3",13,"afonsos","2011-10-12",20.1666666666667
201142,88,"AP5.3",14,"afonsos","2011-10-19",16.1428571428571
201143,101,"AP5.3",11,"afonsos","2011-10-26",18.6666666666667
201144,81,"AP5.3",15,"afonsos","2011-11-02",16.2
201145,82,"AP5.3",15,"afonsos","2011-11-09",18.7142857142857
201146,85,"AP5.3",18,"afonsos","2011-11-16",18.8571428571429
201147,71,"AP5.3",19,"afonsos","2011-11-23",19.8333333333333
201148,97,"AP5.3",18,"afonsos","2011-11-30",19.4285714285714
201149,78,"AP5.3",25,"afonsos","2011-12-07",21.2857142857143
201150,98,"AP5.3",15,"afonsos","2011-12-14",20.1666666666667
201151,107,"AP5.3",16,"afonsos","2011-12-21",20.5714285714286
201152,61,"AP5.3",13,"afonsos","2011-12-28",21
201201,140,"AP5.3",44,"afonsos","2012-01-04",19.6666666666667
201202,102,"AP5.3",42,"afonsos","2012-01-11",21.1666666666667
201203,125,"AP5.3",33,"afonsos","2012-01-18",22
201204,77,"AP5.3",36,"afonsos","2012-01-25",21
201205,86,"AP5.3",38,"afonsos","2012-02-01",20
201206,87,"AP5.3",36,"afonsos","2012-02-08",21.2857142857143
201207,120,"AP5.3",45,"afonsos","2012-02-15",20.75
201208,102,"AP5.3",73,"afonsos","2012-02-22",22.3333333333333
201209,222,"AP5.3",89,"afonsos","2012-02-29",21.6666666666667
201210,242,"AP5.3",104,"afonsos","2012-03-07",22.1666666666667
201211,206,"AP5.3",122,"afonsos","2012-03-14",21.5714285714286
201212,252,"AP5.3",150,"afonsos","2012-03-21",20.5714285714286
201213,267,"AP5.3",150,"afonsos","2012-03-28",20.8571428571429
201214,262,"AP5.3",191,"afonsos","2012-04-04",20.7142857142857
201215,300,"AP5.3",345,"afonsos","2012-04-11",21.1428571428571
201216,442,"AP5.3",372,"afonsos","2012-04-18",19.4285714285714
201217,556,"AP5.3",336,"afonsos","2012-04-25",19.7142857142857
201218,429,"AP5.3",416,"afonsos","2012-05-02",17.3333333333333
201219,561,"AP5.3",304,"afonsos","2012-05-09",16.5714285714286
201220,437,"AP5.3",226,"afonsos","2012-05-16",16.4285714285714
201221,323,"AP5.3",174,"afonsos","2012-05-23",15.7142857142857
201222,377,"AP5.3",170,"afonsos","2012-05-30",18
201223,271,"AP5.3",138,"afonsos","2012-06-06",18.8333333333333
201224,215,"AP5.3",86,"afonsos","2012-06-13",17.5714285714286
201225,162,"AP5.3",74,"afonsos","2012-06-20",18.6666666666667
201226,169,"AP5.3",44,"afonsos","2012-06-27",15.4285714285714
201227,148,"AP5.3",38,"afonsos","2012-07-04",15.4
201228,147,"AP5.3",5,"afonsos","2012-07-11",14.1666666666667
201229,94,"AP5.3",16,"afonsos","2012-07-18",15
201230,66,"AP5.3",6,"afonsos","2012-07-25",15.2857142857143
201231,90,"AP5.3",9,"afonsos","2012-08-01",16.4285714285714
201232,84,"AP5.3",14,"afonsos","2012-08-08",13.6666666666667
201233,63,"AP5.3",10,"afonsos","2012-08-15",16.1666666666667
201234,56,"AP5.3",13,"afonsos","2012-08-22",16
201235,63,"AP5.3",9,"afonsos","2012-08-29",15.1428571428571
201236,53,"AP5.3",6,"afonsos","2012-09-05",15.5714285714286
201237,84,"AP5.3",2,"afonsos","2012-09-12",18.5714285714286
201238,69,"AP5.3",7,"afonsos","2012-09-19",19.2857142857143
201239,49,"AP5.3",4,"afonsos","2012-09-26",14.5714285714286
201240,52,"AP5.3",2,"afonsos","2012-10-03",17.1428571428571
201241,48,"AP5.3",1,"afonsos","2012-10-10",19.5714285714286
201242,63,"AP5.3",1,"afonsos","2012-10-17",17.1428571428571
201243,87,"AP5.3",1,"afonsos","2012-10-24",20.8333333333333
201244,60,"AP5.3",1,"afonsos","2012-10-31",21.4285714285714
201245,53,"AP5.3",1,"afonsos","2012-11-07",21.2
201246,70,"AP5.3",2,"afonsos","2012-11-14",19
201247,64,"AP5.3",0,"afonsos","2012-11-21",19.2857142857143
201248,74,"AP5.3",1,"afonsos","2012-11-28",20.8333333333333
201249,86,"AP5.3",8,"afonsos","2012-12-05",22.2857142857143
201250,86,"AP5.3",7,"afonsos","2012-12-09",24.5
201251,71,"AP5.3",6,NA,NA,NA
201252,72,"AP5.3",7,NA,NA,NA
201301,96,"AP5.3",16,NA,NA,NA
201302,135,"AP5.3",16,"afonsos","2013-01-10",20.5
201303,212,"AP5.3",22,"afonsos","2013-01-16",20.8571428571429
201304,195,"AP5.3",35,"afonsos","2013-01-23",20.5714285714286
201305,185,"AP5.3",42,"afonsos","2013-01-30",20.6666666666667
201306,184,"AP5.3",42,"afonsos","2013-02-06",20.8333333333333
201307,224,"AP5.3",30,"afonsos","2013-02-13",23.1428571428571
201308,440,"AP5.3",92,"afonsos","2013-02-20",23.5714285714286
201309,473,"AP5.3",123,"afonsos","2013-02-27",21.1428571428571
201310,474,"AP5.3",164,"afonsos","2013-03-06",21.7142857142857
201311,659,"AP5.3",206,"afonsos","2013-03-13",22
201312,869,"AP5.3",207,"afonsos","2013-03-20",20.8
201313,852,"AP5.3",155,"afonsos","2013-03-27",20.8571428571429
201314,932,"AP5.3",158,"afonsos","2013-04-03",20.4285714285714
201315,1369,"AP5.3",195,"afonsos","2013-04-10",21.3333333333333
201316,783,"AP5.3",170,"afonsos","2013-04-17",16.8571428571429
201317,601,"AP5.3",109,"afonsos","2013-04-24",15.8571428571429
201318,443,"AP5.3",109,"afonsos","2013-05-01",17.2857142857143
201319,368,"AP5.3",102,"afonsos","2013-05-08",14.5714285714286
201320,304,"AP5.3",57,"afonsos","2013-05-15",16.6666666666667
201321,206,"AP5.3",38,"afonsos","2013-05-22",17.1666666666667
201322,193,"AP5.3",31,"afonsos","2013-05-29",17
201323,164,"AP5.3",21,"afonsos","2013-06-05",16.5714285714286
201324,146,"AP5.3",18,"afonsos","2013-06-12",16.7142857142857
201325,150,"AP5.3",24,"afonsos","2013-06-19",16.8571428571429
201326,123,"AP5.3",17,"afonsos","2013-06-26",17.5714285714286
201327,88,"AP5.3",13,"afonsos","2013-07-03",15.2
201328,90,"AP5.3",5,"afonsos","2013-07-10",12.8571428571429
201329,84,"AP5.3",9,"afonsos","2013-07-17",16.6666666666667
201330,57,"AP5.3",4,"afonsos","2013-07-24",14.5714285714286
201331,148,"AP5.3",3,"afonsos","2013-07-31",11.4285714285714
201332,155,"AP5.3",3,"afonsos","2013-08-07",15.1428571428571
201333,71,"AP5.3",2,"afonsos","2013-08-14",14.8571428571429
201334,97,"AP5.3",5,"afonsos","2013-08-21",15.7142857142857
201335,63,"AP5.3",1,"afonsos","2013-08-28",14.4285714285714
201336,55,"AP5.3",2,"afonsos","2013-09-04",16.2857142857143
201337,46,"AP5.3",14,"afonsos","2013-09-11",16.1666666666667
201338,115,"AP5.3",5,"afonsos","2013-09-18",19.4285714285714
201339,45,"AP5.3",9,"afonsos","2013-09-25",16.5714285714286
201340,56,"AP5.3",5,"afonsos","2013-10-02",19.7142857142857
201341,53,"AP5.3",3,"afonsos","2013-10-09",15.8571428571429
201342,57,"AP5.3",3,"afonsos","2013-10-16",19.5714285714286
201343,69,"AP5.3",4,"afonsos","2013-10-23",20.8571428571429
201344,66,"AP5.3",8,"afonsos","2013-10-30",19
201345,54,"AP5.3",1,"afonsos","2013-11-06",18.1428571428571
201346,63,"AP5.3",1,"afonsos","2013-11-13",20.5714285714286
201347,86,"AP5.3",0,"afonsos","2013-11-20",19.8571428571429
201348,74,"AP5.3",2,"afonsos","2013-11-27",20.6666666666667
201349,60,"AP5.3",4,"afonsos","2013-12-04",20.7142857142857
201350,NA,"AP5.3",1,"afonsos","2013-12-11",21
201351,NA,"AP5.3",0,"afonsos","2013-12-18",20
201352,NA,"AP5.3",0,"afonsos","2013-12-25",21.1428571428571
201401,27,"AP5.3",1,"afonsos","2014-01-01",23.2857142857143
201402,64,"AP5.3",5,"afonsos","2014-01-08",23.1428571428571
201403,82,"AP5.3",3,"afonsos","2014-01-15",22.2857142857143
201404,76,"AP5.3",4,"afonsos","2014-01-22",22.4285714285714
201405,91,"AP5.3",2,"afonsos","2014-01-29",22.8571428571429
201406,65,"AP5.3",5,"afonsos","2014-02-05",25.3333333333333
201407,77,"AP5.3",5,"afonsos","2014-02-12",22.4285714285714
201408,68,"AP5.3",5,"afonsos","2014-02-19",20.2857142857143
201409,77,"AP5.3",2,"afonsos","2014-02-26",22.1428571428571
201410,75,"AP5.3",2,"afonsos","2014-03-05",22
201411,66,"AP5.3",6,"afonsos","2014-03-12",22.4285714285714
201412,92,"AP5.3",9,"afonsos","2014-03-19",22
201413,63,"AP5.3",4,"afonsos","2014-03-26",19.7142857142857
201414,65,"AP5.3",7,"afonsos","2014-04-02",21.2857142857143
201415,76,"AP5.3",12,"afonsos","2014-04-09",19.7142857142857
201416,62,"AP5.3",2,"afonsos","2014-04-16",19.5714285714286
201417,64,"AP5.3",9,"afonsos","2014-04-23",18.7142857142857
201418,107,"AP5.3",7,"afonsos","2014-04-30",13.7142857142857
201419,159,"AP5.3",8,"afonsos","2014-05-07",17.2857142857143
201420,114,"AP5.3",18,"afonsos","2014-05-14",13.5714285714286
201421,92,"AP5.3",13,"afonsos","2014-05-21",17.4285714285714
201422,80,"AP5.3",13,"afonsos","2014-05-28",16.5714285714286
201423,55,"AP5.3",4,"afonsos","2014-06-04",15.1666666666667
201424,62,"AP5.3",4,"afonsos","2014-06-11",17.8571428571429
201425,63,"AP5.3",3,"afonsos","2014-06-18",16.2857142857143
201426,80,"AP5.3",6,"afonsos","2014-06-25",13.2857142857143
201427,44,"AP5.3",2,"afonsos","2014-07-02",16.8571428571429
201428,62,"AP5.3",1,"afonsos","2014-07-09",16.8571428571429
201429,55,"AP5.3",2,"afonsos","2014-07-16",14.7142857142857
201430,60,"AP5.3",1,"afonsos","2014-07-23",14.4285714285714
201431,64,"AP5.3",5,"afonsos","2014-07-30",13.8571428571429
201432,64,"AP5.3",11,"afonsos","2014-08-06",12.8571428571429
201433,42,"AP5.3",1,"afonsos","2014-08-13",14.2857142857143
201434,47,"AP5.3",9,"afonsos","2014-08-20",15.6666666666667
201435,81,"AP5.3",4,"afonsos","2014-08-27",15.2857142857143
201436,46,"AP5.3",7,"afonsos","2014-09-03",16.8571428571429
201437,45,"AP5.3",3,"afonsos","2014-09-10",15.8
201438,57,"AP5.3",6,"afonsos","2014-09-17",18.5714285714286
201439,80,"AP5.3",3,"afonsos","2014-09-24",17.4285714285714
201440,65,"AP5.3",2,"afonsos","2014-10-01",19.5714285714286
201441,143,"AP5.3",1,"afonsos","2014-10-08",16.4285714285714
201442,105,"AP5.3",6,"afonsos","2014-10-15",19.8571428571429
201443,88,"AP5.3",4,"afonsos","2014-10-22",19.1428571428571
201444,58,"AP5.3",6,"afonsos","2014-10-29",20
201445,55,"AP5.3",2,"afonsos","2014-11-05",22.1428571428571
201446,47,"AP5.3",1,"afonsos","2014-11-12",19.8571428571429
201447,50,"AP5.3",0,"afonsos","2014-11-19",17.2857142857143
201448,46,"AP5.3",1,"afonsos","2014-11-26",22.1428571428571
201449,40,"AP5.3",4,"afonsos","2014-12-03",20.5
201450,46,"AP5.3",5,"afonsos","2014-12-10",22.8333333333333
201451,28,"AP5.3",0,"afonsos","2014-12-17",20.7142857142857
201452,40,"AP5.3",1,"afonsos","2014-12-27",23
201453,39,"AP5.3",0,"afonsos","2014-12-31",24.1428571428571
201501,37,"AP5.3",1,"afonsos","2015-01-07",22.5714285714286
201502,51,"AP5.3",0,"afonsos","2015-01-14",23.4285714285714
201503,62,"AP5.3",0,"afonsos","2015-01-21",22.2857142857143
201504,48,"AP5.3",NA,"afonsos","2015-01-28",22.7142857142857
