"SE","tweets","APS","casos","estacao","temp.sd","temp.min","temp.max","umid.mean","umid.sd","umid.min","umid.max","estacao.1"
201340,56,"AP3.2",1,"galeao",1.60857142857143,20.5714285714286,26,76.7457142857143,9.84714285714286,59.5714285714286,91.5714285714286,NA
201341,53,"AP3.2",6,"galeao",2.58571428571429,17.1428571428571,25.1428571428571,64.6485714285714,12.6971428571429,44.2857142857143,83.4285714285714,NA
201342,57,"AP3.2",3,"galeao",2.45428571428571,20.4285714285714,28,71.2542857142857,11.1357142857143,52.8571428571429,87,NA
201343,69,"AP3.2",2,"galeao",2.62,22.7142857142857,30.7142857142857,69.2171428571429,11.5871428571429,49,84.1428571428571,NA
201344,66,"AP3.2",5,"galeao",2.06571428571429,19.8571428571429,26.4285714285714,62.1971428571429,10.4928571428571,44.7142857142857,78.7142857142857,NA
201345,54,"AP3.2",3,"galeao",2.33714285714286,19.5714285714286,27,73.2871428571429,10.2771428571429,55,87.8571428571429,NA
201346,63,"AP3.2",6,"galeao",3.35142857142857,22,31.7142857142857,61.3728571428571,14.32,38,81,NA
201347,86,"AP3.2",4,"galeao",2.76714285714286,21.1428571428571,29.7142857142857,70.9442857142857,12.5428571428571,49.1428571428571,87.8571428571429,NA
201348,74,"AP3.2",13,"galeao",1.98857142857143,22.4285714285714,28.5714285714286,75.6471428571429,9.50857142857143,60.5714285714286,90,NA
201349,60,"AP3.2",15,"galeao",2.62285714285714,23.2857142857143,30.8571428571429,72.29,12.8571428571429,50.5714285714286,89.7142857142857,NA
201350,NA,"AP3.2",6,"galeao",1.95142857142857,23,28.8571428571429,75.5114285714286,9.66,58.8571428571429,87.8571428571429,NA
201351,NA,"AP3.2",4,"galeao",1.67714285714286,22.2857142857143,27.1428571428571,74.7957142857143,8.97142857142857,59.1428571428571,87,NA
201352,NA,"AP3.2",1,"galeao",2.27,22.8571428571429,30.2857142857143,75.0928571428571,11.1714285714286,55.8571428571429,90.2857142857143,NA
201401,27,"AP3.2",10,"galeao",3.44714285714286,25.5714285714286,35.8571428571429,66.9871428571429,15.83,39.5714285714286,88.2857142857143,NA
201402,64,"AP3.2",18,"galeao",3.39,24.2857142857143,34.1428571428571,61.6785714285714,14.5928571428571,37.8571428571429,82.4285714285714,NA
201403,82,"AP3.2",10,"galeao",3.03428571428571,23.5714285714286,32.5714285714286,67.1457142857143,13.39,46,87.2857142857143,NA
201404,76,"AP3.2",6,"galeao",3.43285714285714,24.4285714285714,34.8571428571429,62.6357142857143,15.1314285714286,38,85.4285714285714,NA
201405,91,"AP3.2",13,"galeao",3.56714285714286,24.7142857142857,35.5714285714286,56.7142857142857,15.9,32,81.1428571428571,NA
201406,65,"AP3.2",7,"galeao",3.85428571428571,25,36.5714285714286,52.4714285714286,15.7071428571429,28.5714285714286,75.7142857142857,NA
201407,77,"AP3.2",7,"galeao",3.70714285714286,24.5714285714286,35.8571428571429,51.1257142857143,14.1485714285714,27.5714285714286,72.5714285714286,NA
201408,68,"AP3.2",11,"galeao",2.71285714285714,22.4285714285714,30.8571428571429,68.4657142857143,13.7414285714286,45.7142857142857,87.8571428571429,NA
201409,77,"AP3.2",4,"galeao",3.42428571428571,24.4285714285714,35,56.5814285714286,15.1614285714286,32.4285714285714,79.4285714285714,NA
201410,75,"AP3.2",7,"galeao",2.15571428571429,23.4285714285714,30.4285714285714,72.5157142857143,11.5985714285714,49.2857142857143,87.2857142857143,NA
201411,66,"AP3.2",4,"galeao",3.34142857142857,23.8571428571429,34,65.5185714285714,15.8328571428571,38.1428571428571,85.7142857142857,NA
201412,92,"AP3.2",5,"galeao",3.76571428571429,23.7142857142857,35.7142857142857,57.57,16.0757142857143,31.1428571428571,81.1428571428571,NA
201413,63,"AP3.2",5,"galeao",1.91857142857143,21.8571428571429,27.8571428571429,76.4014285714286,9.81428571428571,59.4285714285714,90,NA
201414,65,"AP3.2",4,"galeao",2.18714285714286,22.7142857142857,30.1428571428571,74.9942857142857,10.5971428571429,54.1428571428571,90.2857142857143,NA
201415,76,"AP3.2",2,"galeao",3.01,21.5714285714286,30.8571428571429,68.7,14.1042857142857,42.5714285714286,88.7142857142857,NA
201416,62,"AP3.2",8,"galeao",1.89571428571429,22.1428571428571,27.8571428571429,78.3528571428571,8.72571428571429,61.2857142857143,91.1428571428571,NA
201417,64,"AP3.2",2,"galeao",1.92857142857143,21.5714285714286,28.2857142857143,72.6971428571429,11.1614285714286,54.8571428571429,89.4285714285714,NA
201418,107,"AP3.2",4,"galeao",3.40142857142857,17.2857142857143,27.5714285714286,66.19,16.6257142857143,38,90.7142857142857,NA
201419,159,"AP3.2",3,"galeao",2.67428571428571,20.1428571428571,28.7142857142857,74.6185714285714,12.9871428571429,50.5714285714286,89.8571428571429,NA
201420,114,"AP3.2",6,"galeao",3.24428571428571,17,27.1428571428571,70.1828571428571,15.61,40.8571428571429,88.8571428571429,NA
201421,92,"AP3.2",2,"galeao",2.42,20,27.5714285714286,73.2485714285714,11.4442857142857,53.2857142857143,87.5714285714286,NA
201422,80,"AP3.2",0,"galeao",2.05857142857143,18.4285714285714,25,77.1414285714286,10.5785714285714,56.1428571428571,91.5714285714286,NA
201423,55,"AP3.2",1,"galeao",3.01857142857143,18.7142857142857,28,72.0057142857143,14.8642857142857,45.4285714285714,89.7142857142857,NA
201424,58,"AP3.2",3,"galeao",2.70571428571429,19.4285714285714,27.8571428571429,72.6628571428571,12.7714285714286,48.2857142857143,89.8571428571429,NA
201425,55,"AP3.2",5,"galeao",2.8,19,27,74.42,13.35,51,94,NA
201426,79,"AP3.2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
201427,47,"AP3.2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
201428,61,"AP3.2",1,"galeao",1.825,19,24.8333333333333,77.765,9.37666666666667,58.5,89.1666666666667,NA
201429,56,"AP3.2",1,"galeao",2.92428571428571,17.1428571428571,26,67.7414285714286,13.9857142857143,42.8571428571429,87.4285714285714,NA
201430,55,"AP3.2",3,"galeao",2.79,17.1428571428571,26,67.2285714285714,12.2614285714286,44.1428571428571,84.5714285714286,NA
201431,54,"AP3.2",2,"galeao",2.47142857142857,16.1428571428571,23.8571428571429,77.3857142857143,11.2014285714286,55.8571428571429,90.5714285714286,NA
201432,68,"AP3.2",4,"galeao",3.46142857142857,15.8571428571429,26.1428571428571,74.2471428571429,15.75,46.7142857142857,93.2857142857143,NA
201433,47,"AP3.2",4,"galeao",3.14857142857143,16.2857142857143,25.5714285714286,76.3371428571429,12.4842857142857,54.8571428571429,91.4285714285714,NA
201434,50,"AP3.2",0,"galeao",2.84714285714286,18,26.7142857142857,78.0214285714286,13.2071428571429,52.8571428571429,93.2857142857143,NA
201435,68,"AP3.2",NA,"galeao",5.14,17,32,68.5,25.4,24,94,NA
200952,NA,"AP3.3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
201001,NA,"AP3.3",1,"galeao",2.78714285714286,25.1428571428571,33.4285714285714,73.7485714285714,12.18,51.7142857142857,89.7142857142857,NA
201002,NA,"AP3.3",3,"galeao",3.25285714285714,24.7142857142857,34.5714285714286,70.3557142857143,13.7171428571429,46.5714285714286,90.7142857142857,NA
201003,NA,"AP3.3",1,"galeao",3.5,23.8571428571429,34.5714285714286,71.2785714285714,13.6771428571429,45.8571428571429,88.2857142857143,NA
201004,NA,"AP3.3",3,"galeao",3.15714285714286,24,33.4285714285714,73.2014285714286,12.5728571428571,47.8571428571429,88.7142857142857,NA
201005,NA,"AP3.3",2,"galeao",3.83571428571429,25.1428571428571,36.4285714285714,63.7314285714286,15.6885714285714,38.1428571428571,85.2857142857143,NA
201006,NA,"AP3.3",2,"galeao",3.97,25,36.8571428571429,61.5957142857143,16.4714285714286,33.7142857142857,84.7142857142857,NA
201007,NA,"AP3.3",4,"galeao",3.15571428571429,24.5714285714286,34.2857142857143,68.6157142857143,13.7057142857143,44.4285714285714,87.2857142857143,NA
201008,NA,"AP3.3",4,"galeao",2.89571428571429,23.8571428571429,33,71.3571428571429,12.2985714285714,51,89,NA
201009,NA,"AP3.3",7,"galeao",1.61714285714286,21.7142857142857,26.5714285714286,85.8557142857143,7.19428571428571,72.5714285714286,93.2857142857143,NA
201010,NA,"AP3.3",7,"galeao",3.27,23.7142857142857,34,72.9814285714286,13.1142857142857,46.1428571428571,90.4285714285714,NA
201011,NA,"AP3.3",5,"galeao",2.79142857142857,22.5714285714286,31.1428571428571,79.6385714285714,12.5285714285714,56.4285714285714,94.8571428571429,NA
201012,NA,"AP3.3",7,"galeao",3.18142857142857,23.5714285714286,33.1428571428571,74.5671428571429,13.4657142857143,50.1428571428571,91.8571428571429,NA
201013,NA,"AP3.3",2,"galeao",2.49714285714286,23.2857142857143,31.1428571428571,79.7642857142857,11.1757142857143,58.2857142857143,94.8571428571429,NA
201014,NA,"AP3.3",2,"galeao",1.83142857142857,20,26,84.7271428571429,8.63142857142857,67.2857142857143,94.8571428571429,NA
201015,NA,"AP3.3",3,"galeao",2.97571428571429,19.7142857142857,29,76.71,12.8057142857143,51,93.1428571428571,NA
201016,NA,"AP3.3",2,"galeao",3.12714285714286,22.4285714285714,32.1428571428571,73.9485714285714,14.1485714285714,46.8571428571429,92.5714285714286,NA
201017,NA,"AP3.3",7,"galeao",2.38285714285714,21.2857142857143,28.4285714285714,78.5528571428571,11.6428571428571,56.8571428571429,93.2857142857143,NA
201018,NA,"AP3.3",8,"galeao",3.44,20.7142857142857,31.1428571428571,73.7542857142857,15.1285714285714,45.2857142857143,92.2857142857143,NA
201019,NA,"AP3.3",10,"galeao",2.25285714285714,18.5714285714286,25.5714285714286,78.5528571428571,11.4085714285714,56.7142857142857,94,NA
201020,NA,"AP3.3",8,"galeao",2.16428571428571,19.1428571428571,26.1428571428571,77.7771428571429,10.7242857142857,58.7142857142857,93.1428571428571,NA
201021,NA,"AP3.3",8,"galeao",2.26857142857143,19,26.1428571428571,79.7714285714286,10.6042857142857,59.1428571428571,94,NA
201022,NA,"AP3.3",4,"galeao",2.17857142857143,17.5714285714286,25,77.5171428571429,10.4957142857143,57,91.4285714285714,NA
201023,NA,"AP3.3",3,"galeao",2.36857142857143,16,23.7142857142857,74.5585714285714,13.7442857142857,47.4285714285714,92.2857142857143,NA
201024,NA,"AP3.3",9,"galeao",3.81714285714286,14.8571428571429,26.4285714285714,75.6057142857143,16.1142857142857,45.1428571428571,93.1428571428571,NA
201025,NA,"AP3.3",5,"galeao",3.02,16.8571428571429,26.1428571428571,79.3357142857143,12.5014285714286,55.5714285714286,94,NA
201026,NA,"AP3.3",9,"galeao",2.95857142857143,17.1428571428571,26.4285714285714,79.4757142857143,13.2942857142857,51.8571428571429,94.8571428571429,NA
201027,NA,"AP3.3",13,"galeao",3.35714285714286,16.5714285714286,27.2857142857143,74.5528571428571,14.1428571428571,47.5714285714286,93.1428571428571,NA
201028,NA,"AP3.3",9,"galeao",2.17,19.4285714285714,26.4285714285714,80.8614285714286,10.01,60.5714285714286,91.7142857142857,NA
201029,NA,"AP3.3",4,"galeao",2.94,18.2857142857143,27,75.1185714285714,12.8885714285714,51.2857142857143,90.5714285714286,NA
201030,NA,"AP3.3",12,"galeao",3.28428571428571,18,28.2857142857143,72.5485714285714,15.6442857142857,43.1428571428571,91.4285714285714,NA
201031,NA,"AP3.3",6,"galeao",2.07285714285714,18.2857142857143,25.5714285714286,76.78,10.83,56.7142857142857,90.5714285714286,NA
201032,NA,"AP3.3",11,"galeao",2.8,17,25.4285714285714,69.9928571428571,12.4814285714286,48.7142857142857,86.8571428571429,NA
201033,NA,"AP3.3",4,"galeao",3.00857142857143,14.1428571428571,23.2857142857143,70.9057142857143,14.6714285714286,44.8571428571429,89.7142857142857,NA
201034,NA,"AP3.3",11,"galeao",4.48,16.8571428571429,31,67.5714285714286,18.3942857142857,34,90.5714285714286,NA
201035,NA,"AP3.3",1,"galeao",3.78,19.1428571428571,30,67.2642857142857,17.3571428571429,39.7142857142857,89.7142857142857,NA
201036,NA,"AP3.3",3,"galeao",2.13857142857143,18,24.7142857142857,74.0685714285714,10.1828571428571,55.5714285714286,89.8571428571429,NA
201037,NA,"AP3.3",1,"galeao",3.54428571428571,18.2857142857143,29.4285714285714,68.5457142857143,14.0585714285714,42.7142857142857,88.2857142857143,NA
201038,NA,"AP3.3",1,"galeao",3.13428571428571,18.8571428571429,28.1428571428571,69.4014285714286,13.65,47.7142857142857,89.2857142857143,NA
201039,NA,"AP3.3",3,"galeao",1.57571428571429,21.1428571428571,26.2857142857143,81.6742857142857,7.45428571428571,67,91.5714285714286,NA
201040,NA,"AP3.3",5,"galeao",2.11714285714286,19.7142857142857,26.4285714285714,71.6557142857143,9.38857142857143,56,87,NA
201041,NA,"AP3.3",3,"galeao",2.86285714285714,17.4285714285714,26.1428571428571,68.87,13.4657142857143,46.7142857142857,88.1428571428571,NA
201042,NA,"AP3.3",6,"galeao",2.05571428571429,19.7142857142857,26.4285714285714,72.4228571428571,10.17,54.8571428571429,87.5714285714286,NA
201043,NA,"AP3.3",4,"galeao",2.58,20.1428571428571,28,74.3157142857143,12.9214285714286,52.2857142857143,92.2857142857143,NA
201044,NA,"AP3.3",4,"galeao",2.38285714285714,21,28.4285714285714,72.1485714285714,10.4414285714286,55.1428571428571,87.8571428571429,NA
201045,NA,"AP3.3",13,"galeao",1.91428571428571,21,26.7142857142857,74.9728571428572,9.16,58.8571428571429,87.5714285714286,NA
201046,NA,"AP3.3",6,"galeao",2.10142857142857,20,26.2857142857143,78.9857142857143,8.52428571428571,64,89.7142857142857,NA
201047,NA,"AP3.3",13,"galeao",1.98428571428571,22.7142857142857,28.8571428571429,80.0742857142857,9.65,63.7142857142857,93.2857142857143,NA
201048,NA,"AP3.3",23,"galeao",2.76285714285714,24.2857142857143,32.4285714285714,72.32,11.0628571428571,53.1428571428571,88,NA
201049,NA,"AP3.3",21,"galeao",2.31285714285714,23.8571428571429,30.8571428571429,76.3657142857143,10.7414285714286,58,91.1428571428571,NA
201050,NA,"AP3.3",27,"galeao",2.73857142857143,23.7142857142857,32.1428571428571,75.0628571428571,10.8785714285714,55.8571428571429,90.4285714285714,NA
201051,NA,"AP3.3",28,"galeao",2.39285714285714,24,31.5714285714286,75.1885714285714,10.3785714285714,54.8571428571429,90.4285714285714,NA
201052,NA,"AP3.3",29,"galeao",1.98714285714286,22.8571428571429,28.5714285714286,79.6128571428571,10.3214285714286,60.4285714285714,94.1428571428571,NA
201101,NA,"AP3.3",42,"galeao",2.45,23.5714285714286,30.7142857142857,76.5242857142857,10.3714285714286,59.2857142857143,90.1428571428571,NA
201102,NA,"AP3.3",36,"galeao",2.74142857142857,24.1428571428571,32.8571428571429,75.3485714285714,12.7714285714286,50.4285714285714,91,NA
201103,60,"AP3.3",46,"galeao",3.00857142857143,24.8571428571429,33.8571428571429,71.8242857142857,12.5757142857143,49.5714285714286,90.2857142857143,NA
201104,73,"AP3.3",78,"galeao",3.58714285714286,24.4285714285714,35,62.8157142857143,14.9785714285714,38.5714285714286,84.1428571428571,NA
201105,108,"AP3.3",134,"galeao",2.97285714285714,24.8571428571429,33.8571428571429,67.5628571428571,12.5985714285714,45.1428571428571,84.1428571428571,NA
201106,203,"AP3.3",212,"galeao",3.69571428571429,24.7142857142857,35.5714285714286,60.6971428571429,15.1814285714286,37.7142857142857,82.5714285714286,NA
201107,218,"AP3.3",258,"galeao",3.24571428571429,24.2857142857143,34,61.5414285714286,14.0185714285714,39.2857142857143,81,NA
201108,248,"AP3.3",220,"galeao",2.76428571428571,24.4285714285714,33.4285714285714,67.2942857142857,12.2971428571429,43.8571428571429,85.4285714285714,NA
201109,251,"AP3.3",190,"galeao",1.53142857142857,23,28,80.3685714285714,8.48,63.7142857142857,91.1428571428571,NA
201110,196,"AP3.3",247,"galeao",1.64285714285714,22.7142857142857,28,83.4328571428571,8.47571428571429,66.5714285714286,93.2857142857143,NA
201111,324,"AP3.3",313,"galeao",2.15857142857143,23.1428571428571,30.2857142857143,76.7714285714286,10.4442857142857,57,91.1428571428571,NA
201112,695,"AP3.3",454,"galeao",2.23285714285714,22.7142857142857,29.7142857142857,77.6814285714286,11.1957142857143,57.1428571428571,92.5714285714286,NA
201113,800,"AP3.3",436,"galeao",2.06142857142857,23.4285714285714,30.4285714285714,78.9957142857143,9.69857142857143,60.8571428571429,92.5714285714286,NA
201114,789,"AP3.3",569,"galeao",2.17142857142857,22.1428571428571,28.8571428571429,77.6485714285714,9.88142857142857,61.7142857142857,90.2857142857143,NA
201115,808,"AP3.3",461,"galeao",2.74428571428571,23.1428571428571,32,74.7842857142857,11.5742857142857,51.8571428571429,91.7142857142857,NA
201116,639,"AP3.3",409,"galeao",3.00428571428571,22.4285714285714,31.5714285714286,72.8328571428571,14.1371428571429,48,91.8571428571429,NA
201117,621,"AP3.3",418,"galeao",2.00142857142857,20.7142857142857,27.1428571428571,81.4671428571429,9.32285714285714,64.2857142857143,94.8571428571429,NA
201118,526,"AP3.3",314,"galeao",2.24142857142857,20.7142857142857,28.1428571428571,76.4228571428571,11.3742857142857,54.4285714285714,92.4285714285714,NA
201119,671,"AP3.3",278,"galeao",1.86428571428571,20.1428571428571,25.8571428571429,79.7842857142857,9.69714285714286,58.8571428571429,91.4285714285714,NA
201120,450,"AP3.3",258,"galeao",1.99142857142857,17.7142857142857,24,80.4314285714286,10.0428571428571,60.4285714285714,93.1428571428571,NA
201121,289,"AP3.3",151,"galeao",2.90714285714286,17,26.5714285714286,76.39,13.1157142857143,48.8571428571429,92.2857142857143,NA
201122,244,"AP3.3",165,"galeao",2.04714285714286,18,24.5714285714286,75.1357142857143,10.6828571428571,54.2857142857143,89,NA
201123,159,"AP3.3",121,"galeao",2.69285714285714,15.7142857142857,24,72.9742857142857,12.8642857142857,51.7142857142857,90.5714285714286,NA
201124,152,"AP3.3",83,"galeao",3.01428571428571,16,24.5714285714286,75.9342857142857,14.6057142857143,48.7142857142857,93.1428571428571,NA
201125,130,"AP3.3",82,"galeao",2.73714285714286,17.5714285714286,26.5714285714286,79.0328571428571,12.1385714285714,53.5714285714286,92.2857142857143,NA
201126,174,"AP3.3",55,"galeao",2.56428571428571,17,25.4285714285714,76.4414285714286,11.2657142857143,54.7142857142857,90.8571428571429,NA
201127,109,"AP3.3",39,"galeao",1.83857142857143,15.5714285714286,21.1428571428571,79.3657142857143,9.25285714285714,62.2857142857143,92.2857142857143,NA
201128,89,"AP3.3",31,"galeao",3.90285714285714,15.5714285714286,27.5714285714286,76.2085714285714,17.77,39.4285714285714,94.8571428571429,NA
201129,95,"AP3.3",21,"galeao",2.48714285714286,18.8571428571429,26.7142857142857,75.2057142857143,10.6857142857143,55.1428571428571,89.7142857142857,NA
201130,76,"AP3.3",19,"galeao",3.50571428571429,16.5714285714286,27,69.7828571428571,15.6357142857143,43.2857142857143,90.8571428571429,NA
201131,56,"AP3.3",15,"galeao",2.31428571428571,17.8571428571429,25.2857142857143,69.9342857142857,11.1271428571429,51.1428571428571,86.7142857142857,NA
201132,57,"AP3.3",9,"galeao",3.11,18.4285714285714,27.8571428571429,74.2057142857143,13.2171428571429,48.8571428571429,90,NA
201133,75,"AP3.3",21,"galeao",3.60428571428571,19.1428571428571,30.4285714285714,65.48,15.7028571428571,38.4285714285714,85.4285714285714,NA
201134,43,"AP3.3",15,"galeao",1.84285714285714,18.4285714285714,24.4285714285714,77.4014285714286,8.32285714285714,61,89,NA
201135,91,"AP3.3",12,"galeao",3.39285714285714,17.8571428571429,28,62.78,16.3328571428571,35.2857142857143,83.7142857142857,NA
201136,58,"AP3.3",19,"galeao",3.64857142857143,17,28.5714285714286,68.6171428571429,14.3414285714286,42.7142857142857,87.4285714285714,NA
201137,59,"AP3.3",14,"galeao",1.81714285714286,18.7142857142857,23.8571428571429,73.41,8.73142857142857,58.1428571428571,86,NA
201138,42,"AP3.3",22,"galeao",3.17,18,27.7142857142857,66.4142857142857,12.8628571428571,43.8571428571429,85.1428571428571,NA
201139,54,"AP3.3",23,"galeao",3.31142857142857,18.2857142857143,28,67.18,13.9857142857143,43.2857142857143,85.8571428571429,NA
201140,68,"AP3.3",18,"galeao",2.29714285714286,20.2857142857143,27.2857142857143,71.0914285714286,10.2357142857143,54.7142857142857,86,NA
201141,61,"AP3.3",21,"galeao",2.86857142857143,21.8571428571429,30.7142857142857,73.5442857142857,12.3214285714286,50.5714285714286,90.2857142857143,NA
201142,88,"AP3.3",10,"galeao",1.61,18,23,77.6985714285714,9.50571428571429,62.4285714285714,90.7142857142857,NA
201143,101,"AP3.3",16,"galeao",3.33,20.7142857142857,30.5714285714286,66.07,12.9842857142857,45.7142857142857,84.4285714285714,NA
201144,81,"AP3.3",31,"galeao",2.14,17.7142857142857,24.2857142857143,69.1842857142857,11.0585714285714,52.4285714285714,86.7142857142857,NA
201145,82,"AP3.3",46,"galeao",2.99428571428571,20.1428571428571,29.1428571428571,67.5528571428571,12.3585714285714,49.2857142857143,85.8571428571429,NA
201146,85,"AP3.3",36,"galeao",1.34428571428571,20.7142857142857,25,79.2571428571429,8.17,64.7142857142857,91.5714285714286,NA
201147,71,"AP3.3",61,"galeao",2.45428571428571,20.7142857142857,28,72.7157142857143,10.59,56,89.2857142857143,NA
201148,97,"AP3.3",58,"galeao",2,21.2857142857143,27.5714285714286,76.2842857142857,9.96285714285714,58,90.7142857142857,NA
201149,78,"AP3.3",61,"galeao",1.77,22.4285714285714,28,78.1642857142857,7.30857142857143,63.2857142857143,87.7142857142857,NA
201150,98,"AP3.3",83,"galeao",2.74285714285714,22.4285714285714,30.4285714285714,73.8585714285714,12.49,52.2857142857143,90.1428571428571,NA
201151,107,"AP3.3",76,"galeao",3.61142857142857,23,34.1428571428571,65.9,15.2885714285714,40,86.2857142857143,NA
201152,61,"AP3.3",122,"galeao",1.51,22.1428571428571,27.4285714285714,80.3328571428571,7.54714285714286,65.5714285714286,90.2857142857143,NA
201201,140,"AP3.3",172,"galeao",2.34142857142857,21.8571428571429,28.8571428571429,79.2142857142857,10.3342857142857,59.5714285714286,91.8571428571429,NA
201202,102,"AP3.3",227,"galeao",2.56285714285714,22.8571428571429,30.5714285714286,74.2728571428571,11.2571428571429,54.1428571428571,88.2857142857143,NA
201203,125,"AP3.3",399,"galeao",2.73142857142857,23.5714285714286,32.1428571428571,72.4014285714286,12.69,51.8571428571429,90.2857142857143,NA
201204,77,"AP3.3",396,"galeao",2.86571428571429,22.7142857142857,31.2857142857143,69.8028571428571,12.3028571428571,50.7142857142857,88.7142857142857,NA
201205,86,"AP3.3",445,"galeao",2.96142857142857,21.4285714285714,30.2857142857143,74.0314285714286,12.5585714285714,52.1428571428571,91,NA
201206,87,"AP3.3",554,"galeao",3.27571428571429,23.8571428571429,34,67.2042857142857,13.8971428571429,41.8571428571429,86.2857142857143,NA
201207,120,"AP3.3",833,"galeao",2.79142857142857,23,31.2857142857143,71.6228571428571,12.9385714285714,49,90.4285714285714,NA
201208,102,"AP3.3",832,"galeao",3.21,23.5714285714286,33.2857142857143,64.6228571428571,14.1614285714286,42.2857142857143,84.8571428571429,NA
201209,222,"AP3.3",1231,"galeao",3.58142857142857,24.1428571428571,35,60.5685714285714,15.4171428571429,35.8571428571429,83.5714285714286,NA
201210,242,"AP3.3",1261,"galeao",2.39,22.7142857142857,30.5714285714286,71.7528571428571,12.8185714285714,49.8571428571429,90.2857142857143,NA
201211,206,"AP3.3",1120,"galeao",3.02428571428571,23.2857142857143,32.2857142857143,72.2885714285714,15.2814285714286,45.5714285714286,91,NA
201212,252,"AP3.3",1230,"galeao",2.65857142857143,22.8571428571429,31,73.1814285714286,13.2742857142857,50.2857142857143,91,NA
201213,267,"AP3.3",1241,"galeao",2.21285714285714,22.7142857142857,29.4285714285714,79.2414285714286,10.41,60.1428571428571,92.7142857142857,NA
201214,262,"AP3.3",1187,"galeao",2.33714285714286,22.8571428571429,30.1428571428571,76.78,10.5457142857143,57.4285714285714,91.8571428571429,NA
201215,300,"AP3.3",1447,"galeao",2.63142857142857,22.8571428571429,31.4285714285714,77.3271428571429,11.9957142857143,53,92.5714285714286,NA
201216,442,"AP3.3",1745,"galeao",2.54857142857143,21.4285714285714,29.2857142857143,75.7071428571429,12.3442857142857,52.8571428571429,92.5714285714286,NA
201217,556,"AP3.3",1659,"galeao",2.26428571428571,21.4285714285714,28.5714285714286,78.4085714285714,11.6914285714286,57.1428571428571,94.8571428571429,NA
201218,429,"AP3.3",1442,"galeao",1.87714285714286,19.4285714285714,25,80.6285714285714,9.56714285714286,63.1428571428571,94.8571428571429,NA
201219,561,"AP3.3",1285,"galeao",2.77714285714286,19.5714285714286,28,75.2542857142857,13.56,51,94,NA
201220,437,"AP3.3",1059,"galeao",1.98285714285714,17.8571428571429,24.4285714285714,82.5571428571429,11.0485714285714,60.4285714285714,96.5714285714286,NA
201221,323,"AP3.3",1057,"galeao",2.95428571428571,17.8571428571429,26.5714285714286,75.7942857142857,13.8971428571429,50.1428571428571,94,NA
201222,377,"AP3.3",907,"galeao",2.57,20.8571428571429,28.8571428571429,78.8542857142857,11.1457142857143,55.8571428571429,92.7142857142857,NA
201223,271,"AP3.3",579,"galeao",1.90428571428571,20.8571428571429,26.7142857142857,81.2771428571428,9.83571428571429,63.7142857142857,94.1428571428571,NA
201224,215,"AP3.3",497,"galeao",2.41285714285714,19.1428571428571,26.5714285714286,80.4514285714286,12.2742857142857,55,94,NA
201225,162,"AP3.3",376,"galeao",2.01285714285714,20.5714285714286,26.7142857142857,78.8671428571429,10.7871428571429,58.7142857142857,93.2857142857143,NA
201226,169,"AP3.3",250,"galeao",2.72428571428571,17.7142857142857,26.2857142857143,79.9485714285714,12.8942857142857,55.2857142857143,96.5714285714286,NA
201227,148,"AP3.3",195,"galeao",3.86,17.7142857142857,29.4285714285714,71.4571428571429,17.8,38.8571428571429,93.1428571428571,NA
201228,147,"AP3.3",108,"galeao",2.15714285714286,17.1428571428571,24,77.3714285714286,12.1942857142857,55.7142857142857,94,NA
201229,94,"AP3.3",124,"galeao",1.73285714285714,17.2857142857143,22.5714285714286,80.8228571428571,8.94714285714286,63.1428571428571,92.2857142857143,NA
201230,66,"AP3.3",77,"galeao",3.57714285714286,18,29.1428571428571,74.9728571428571,15.9014285714286,43.8571428571429,93.1428571428571,NA
201231,90,"AP3.3",75,"galeao",3.06857142857143,18.8571428571429,28.1428571428571,74.5057142857143,15.16,47.8571428571429,94,NA
201232,84,"AP3.3",61,"galeao",3.13571428571429,16.5714285714286,26.5714285714286,70.9914285714286,15.4057142857143,42.2857142857143,91.4285714285714,NA
201233,63,"AP3.3",83,"galeao",3.23857142857143,17.2857142857143,28,72.1771428571429,14.5028571428571,45.4285714285714,92.2857142857143,NA
201234,56,"AP3.3",50,"galeao",3.63142857142857,17.1428571428571,28.2857142857143,67.0557142857143,16.5614285714286,38.8571428571429,89,NA
201235,63,"AP3.3",45,"galeao",2.38285714285714,17.5714285714286,25.4285714285714,74.1514285714286,13.33,49.8571428571429,91.4285714285714,NA
201236,53,"AP3.3",22,"galeao",3.15428571428571,17.7142857142857,27.4285714285714,69.3628571428571,14.1385714285714,45.1428571428571,89,NA
201237,84,"AP3.3",34,"galeao",2.67,20.7142857142857,29,71.2357142857143,12.8542857142857,50,87.4285714285714,NA
201238,69,"AP3.3",25,"galeao",3.54428571428571,21,32.4285714285714,66.6028571428571,16.0528571428571,36.8571428571429,87.5714285714286,NA
201239,49,"AP3.3",25,"galeao",2.65142857142857,16.8571428571429,24.8571428571429,67.7828571428571,13.3057142857143,45.1428571428571,85.8571428571429,NA
201240,52,"AP3.3",21,"galeao",3.83428571428571,18.7142857142857,29.5714285714286,63.48,15.0628571428571,41.2857142857143,86.5714285714286,NA
